LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. γ rate
,,,,,,,,,(frames),(frames),(frames),(pixels),(pixels),(pixels),(pixels),(pixels/frames),(pixels/frames),(pixels/frames),(pixels/frames),(pixels/frames),(quality),(pixels),(pixels),,(pixels/frames),,(rad/frames)
Track_0,0,0,42,0,0,0,0,0,41.0,0.0,41.0,8.878712654733212,33.97315432073118,232.7176067773133,0.0,1.089563276709112,2.112209301755801,0.047006802828552297,1.047228248998577,0.516431072230656,556.7142857142857,44.67209434507358,8.878712654733212,0.19875299747866762,0.21655396718861492,0.1987529974786676,1.1386616661110185
Track_1,1,1,19,0,0,0,0,0,18.0,0.0,18.0,3.0981475592352616,149.40378710900652,30.393513650743365,0.0,0.9999149918713776,1.7594325122666876,0.16248790512402406,0.9638755175509299,0.5854053032817574,709.1578947368421,17.998469853684792,4.786996125374153,0.17213394163065387,0.17211930884640342,0.17213394163065385,1.335594357883451
Track_2,2,2,39,0,0,0,0,0,38.0,0.0,38.0,5.563123665129536,2.9167346322017895,244.5236317809298,0.0,0.5430207146656196,1.2925980864853714,0.07472997577997963,0.48968093469134777,0.318867564503317,249.7948717948718,20.634787157293538,5.563123665129536,0.26959927537528316,0.14639799118761937,0.269599275375283,1.4677109364284184
Track_3,3,3,42,0,0,0,0,0,41.0,0.0,41.0,13.878689350647347,34.18225324861404,37.82633690851307,0.0,0.6555428999452648,1.490149548809161,0.11816863324595671,0.6780736613059389,0.30705735632894476,632.2142857142857,26.87725889775586,14.068105485737043,0.5163729457473121,0.3385046183084719,0.5163729457473121,1.549379279502841
Track_4,4,4,42,0,0,0,0,0,41.0,0.0,41.0,16.26531663409192,107.36577817937321,255.06548346145527,0.0,0.8044466854840897,1.9167662854033647,0.16157124107522053,0.6864692318197506,0.4308185774141317,611.9761904761905,32.98231410484767,16.600707517403432,0.4931526812335245,0.3967150398559005,0.49315268123352435,1.3439852977651712
Track_5,5,5,42,0,0,0,0,0,41.0,0.0,41.0,18.659436181611742,5.4451225601679605,56.258018269499246,0.0,0.6244905318626377,1.4971395159231289,0.11234029892000734,0.5692421472582394,0.36882758630196316,500.35714285714283,25.60411180636815,18.659436181611742,0.7287671731292332,0.4551081995515059,0.7287671731292333,1.0543322125982053
Track_6,6,6,42,0,0,0,0,0,41.0,0.0,41.0,10.759940169747772,66.24645853961208,294.1979190386202,0.0,0.846844844969211,2.299234724267131,0.22769644350067889,0.7067659954241411,0.5032618233094183,628.5,34.720638643737644,10.759940169747772,0.3099004105354634,0.2624375651157993,0.30990041053546336,1.1777630210139458
