LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frames),(pixels/frames),(pixels),(frames),(pixels),(pixels),(pixels),
ID30208 → ID30360,0,30208,30360,0.0989282708592456,2.417644619398465,1.0831585820248855,1.0831585820248855,1.5,134.8863096854049,498.51765621383015,0.0,
ID30584 → ID30594,0,30584,30594,0.04961301845604282,2.151716863084598,0.2614726682753454,0.2614726682753454,16.5,138.60790535985205,499.83164631285405,0.0,
ID30410 → ID30242,0,30410,30242,0.04822350440328316,2.968202115506454,0.2926120085516698,0.2926120085516698,9.5,135.43791294808864,499.198536367693,0.0,
ID30746 → ID30810,0,30746,30810,0.08038328453553367,0.9602627965287569,0.6235327643945426,0.6235327643945426,25.5,149.31791834925636,502.3400052119242,0.0,
ID30269 → ID30352,0,30269,30352,0.04232170232897481,1.3717042821218524,0.12376051028290035,0.12376051028290035,6.5,134.2314712899198,498.4414595795449,0.0,
ID30641 → ID30601,0,30641,30601,0.05504587155963303,0.004208644979597825,0.5108676618602964,0.5108676618602964,18.5,140.090532540315,500.46689114099036,0.0,
ID30692 → ID30737,0,30692,30737,0.1813953488372093,0.0892570083601037,2.2084039376919224,2.2084039376919224,22.5,144.8361149662527,501.6785078822818,0.0,
ID31200 → ID30208,0,31200,30208,0.047467830128019806,NaN,0.5199798681907324,0.5199798681907324,0.5,135.1613455193964,498.790193702614,0.0,
ID31049 → ID31157,0,31049,31157,0.08315883936583068,0.14891146595311683,0.5511994769917109,0.5511994769917109,35.5,151.33254075967835,500.49188488744403,0.0,
ID31037 → ID31049,0,31037,31049,0.036663611365719495,0.6366547401318658,0.33435348110445573,0.33435348110445573,34.5,151.74601667608226,500.64702641251506,0.0,
ID30260 → ID30342,0,30260,30342,0.03478236123541667,2.621013936556058,0.3312636233771568,0.3312636233771568,4.5,133.84718693502953,498.1413173538964,0.0,
