LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixels),(pixels),(pixels),(frames),,(pixels),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixels),(pixels),(pixels),(pixels),(radians),,(pixels^2),(pixels),,,
ID31425,31425,0,658.0,253.01280120481928,345.99949799196787,0.0,11.0,11,14.538148590038453,1,,1275.808095952024,1294.0,513.0,2221.0,850964.0,310.0450307221489,0.49910165709874177,2.739986997741213,-0.2295435692444007,-0.09103529177971552,18.414036406615907,11.864141474537725,1.3091058173821892,1.5520749180322289,664.0000000000001,99.33148712028563,0.845676122323461,0.9714703730797369,3.854809297380076
ID31298,31298,0,636.0,252.92608695652174,345.8077733860342,0.0,1.0,1,14.189115652895625,1,,1288.5895404120445,1309.0,510.0,2076.0,813100.0,278.2404712239599,0.525524349762673,3.1907883431599773,-0.011999766360776704,-0.08347876669138539,18.56575744046521,11.021883679118417,1.3630873499699332,1.68444505322072,632.5,96.94459632627675,0.8457133392533933,0.9730769230769231,3.8547244780097056
ID31363,31363,0,647.0,252.3390180878553,345.5617571059432,0.0,7.0,7,14.328638336860381,1,,1282.0824261275272,1297.0,598.0,2131.0,824379.0,273.78900348442727,0.5118529555867928,3.170776303868294,-0.025627736199927535,-0.20396687530510155,18.210846793134973,11.402982555569936,1.3880554277535437,1.5970248752366674,645.0000000000001,97.78597007051476,0.8476498348155023,0.9772727272727274,3.85031881145139
ID31494,31494,0,632.0,253.02659294365458,346.7859399684044,0.0,15.0,15,14.194722891072566,1,,1326.6047244094489,1346.0,553.0,2256.0,842394.0,297.9025727983108,0.5017440910943237,2.9756621176119387,-0.011648954486862763,0.01390629216696731,18.319664849385184,11.041395343494969,1.3454580513439165,1.6591802285368038,633.0,99.12552473195566,0.8095479463386315,0.9723502304147463,3.939885896092269
ID31751,31751,0,644.0,251.42385392385393,351.7346542346542,0.0,25.0,25,14.311967431463406,1,,1346.2934782608695,1357.0,364.0,2236.0,867013.0,296.3770284190528,0.49567177747949254,3.0108082075916798,0.0929158543972075,-0.1340195299445786,18.127402412421734,11.859201174588621,1.4550901411024049,1.5285517249900726,643.4999999999998,96.55701659947259,0.8673427211171033,0.9801980198019801,3.806357388999451
ID31880,31880,0,662.0,256.3191489361702,349.3756332320162,0.0,36.0,36,14.472315126092793,1,,1356.0136157337367,1368.0,565.0,2177.0,896325.0,290.5402096968586,0.5320739933675469,3.24175427179291,-0.20284819647406804,-0.11434766857470463,18.38102275891172,11.504261007647914,1.2700917436043218,1.5977578000614037,658.0,99.61520719630089,0.8332675557874161,0.9655172413793105,3.883405092650005
ID31949,31949,0,675.0,257.30296296296297,350.34765432098766,0.0,40.0,40,14.658075357087599,1,,1338.9407407407407,1360.0,469.0,2171.0,903785.0,301.0717592174057,0.5532875142003221,3.168256614542832,-0.041131495435188355,-0.05508040064635318,18.893842856070915,11.405682158374054,1.3000531713082304,1.6565289645739472,675.0,101.8390118479497,0.8178718930632004,0.9594882729211087,3.91978539362795
