LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. γ rate
,,,,,,,,,(frames),(frames),(frames),(pixels),(pixels),(pixels),(pixels),(pixels/frames),(pixels/frames),(pixels/frames),(pixels/frames),(pixels/frames),(quality),(pixels),(pixels),,(pixels/frames),,(rad/frames)
Track_0,0,0,9,0,0,0,0,0,8.0,0.0,8.0,4.122568756424395,19.050015105723837,247.5935177515186,0.0,2.2003564027527913,4.039242839248587,1.0211396807691744,2.5802764341203983,0.9876386694039527,411.55555555555554,17.602851222022334,5.076813188564123,0.23419892064228712,0.5153210945530494,0.23419892064228717,1.93145540497728
Track_1,1,1,22,0,0,0,0,0,21.0,0.0,21.0,15.043602907877974,212.57914200382282,430.2151838395019,0.0,1.9082184689342796,11.67042707057058,0.10136413595748374,0.9368676122831556,2.5364266819878885,679.0,40.072587847619864,22.013797997785076,0.3754088197418849,0.7163620432322845,0.37540881974188484,1.3780786262065714
Track_2,2,2,42,0,0,0,0,0,41.0,0.0,41.0,4.857071897873691,302.9269323661071,252.40736302537866,0.0,0.680053435306745,2.1859246830476713,0.15187435839262553,0.6122582001637301,0.4243289914695638,604.0,27.882190847576553,6.885002037794015,0.17419979385500317,0.11846516824082173,0.1741997938550032,1.0654023065509408
Track_3,3,3,42,0,0,0,0,0,41.0,0.0,41.0,17.82637176672711,240.70265995154773,268.1572867417591,0.0,1.0724412879081304,3.241387299069573,0.16112026475475638,0.8652322765439273,0.7302124116020321,551.9761904761905,43.970092804233346,19.34974207479667,0.40542038075959724,0.4347895552860271,0.40542038075959724,1.3171321637531164
Track_4,4,4,42,0,0,0,0,0,41.0,0.0,41.0,4.494706361071245,440.5198867382425,274.713753504633,0.0,0.7326787770462821,1.3380312925994335,0.17574458445547303,0.7309464970387914,0.38520352155376747,617.7380952380952,30.039829858897573,4.494706361071245,0.14962489408840465,0.10962698441637182,0.14962489408840465,1.148526531102666
Track_5,5,5,42,0,0,0,0,0,41.0,0.0,41.0,6.1527658611113205,241.60447010424832,69.21030086717808,0.0,0.511618295571664,1.2878000096592195,0.0855798770753635,0.5245914797610889,0.2982602330525289,859.9047619047619,20.97635011843823,6.1527658611113205,0.29331918214422986,0.1500674600271054,0.2933191821442299,1.427131095741887
Track_6,6,6,31,0,0,0,0,0,30.0,0.0,30.0,38.893768618638674,121.20192359500564,139.67966780712416,0.0,2.0488504977380364,7.470377866877456,0.0613459596122794,1.3331253759752824,1.7742486207250603,613.0,61.46551493214109,38.93067141985122,0.632773818971142,1.2964589539546225,0.632773818971142,1.026942937787612
