LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixels),(pixels),(pixels),(frames),,(pixels),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixels),(pixels),(pixels),(pixels),(radians),,(pixels^2),(pixels),,,
ID44033,44033,0,724.0,10.109005283712381,123.45451412818745,0.0,1.0,1,15.19650691528616,1,,375.05922865013775,370.0,241.0,532.0,272293.0,50.062146938518865,0.24580098579523754,2.956346478927654,-0.2227000615737878,0.0034305624967502506,18.931664875561115,12.619921840927065,-1.408082594828565,1.5001412143587718,725.4999999999997,101.62767908377893,0.8827206080305872,0.9837288135593216,3.773056417427529
ID45187,45187,0,676.0,11.901390958768008,122.61475409836065,0.0,0.0,0,14.614579488624484,1,,393.7721139430285,393.0,273.0,534.0,262646.0,46.346510559264644,0.272049572224436,3.6341422464686644,-0.22674827298046707,0.06881854321651311,17.32754030111961,12.822926944013354,-1.3830340367717733,1.3512936926782793,670.9999999999999,99.11147363716512,0.8583897383908516,0.9759999999999999,3.8261560026192414
ID44006,44006,0,798.0,11.11710581346717,121.56775407779172,0.0,2.0,2,15.927742441679584,1,,366.91572327044025,364.0,228.0,536.0,291698.0,51.712138627547205,0.2541635611773342,2.8758281326001676,-0.16428246013969375,0.026484589446802327,19.58951558605788,13.259474052724375,-1.3544437922911994,1.4773976334327448,796.9999999999999,107.21630124579808,0.8712575283247039,0.9785144260282378,3.7977962395415834
ID44205,44205,0,751.0,10.12173528109783,121.82381584772023,0.0,3.0,3,15.481839176803067,1,,376.9188829787234,375.0,231.0,608.0,283443.0,64.08873729046019,0.2574651261615232,2.408344656035673,-0.35344913879293255,-0.09221206092628952,18.56404288348292,13.530232037473494,-1.5549213154733497,1.3720417234580842,752.9999999999997,104.74602258535006,0.8624417226492447,0.9779220779220776,3.8171572631537773
ID44544,44544,1,536.0,134.3266040688576,319.81768388106417,0.0,21.0,21,13.019217119046312,1,,1847.0150943396227,1845.0,536.0,3259.0,978918.0,481.31470449413683,0.7679090013245011,3.3336589076602707,-0.13447766262657476,-0.20685149980286652,16.307948837315077,10.951027032069627,0.5882028413654693,1.4891707224863868,532.5,87.68713003938016,0.8702775171281321,0.9797608095676175,3.799933968920537
ID44672,44672,1,526.0,135.16412456307594,320.98141086749285,0.0,25.0,25,12.921050085167156,1,,1884.5085714285715,1930.0,639.0,3345.0,989367.0,464.166726945706,0.7712979162497833,3.535775267230973,-0.04949054108971667,-0.05898889236536543,16.15573925846518,10.409053834934605,0.47460597147298983,1.5520852821650026,524.4999999999999,89.85971755546097,0.816253879030854,0.9668202764976956,3.923668455053331
ID44097,44097,1,480.0,131.37147335423197,318.7410309996517,0.0,1.0,1,12.341445642182435,1,,2038.0905263157895,1996.0,607.0,3718.0,968093.0,520.8214120641454,0.7768103339003875,3.4216734360226644,-0.027469551458420186,-0.01261589388610677,14.384509326167601,10.821921959640823,0.5316314976986702,1.3292009847985466,478.5,81.02698480499201,0.9158670818365385,0.9815384615384616,3.70415121037431
