LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. γ rate
,,,,,,,,,(frames),(frames),(frames),(pixels),(pixels),(pixels),(pixels),(pixels/frames),(pixels/frames),(pixels/frames),(pixels/frames),(pixels/frames),(quality),(pixels),(pixels),,(pixels/frames),,(rad/frames)
Track_0,0,0,42,0,0,0,0,0,41.0,0.0,41.0,5.499130320069751,188.22041028268285,477.4056630661709,0.0,0.7785493213445369,1.6076564595148317,0.12219610644223157,0.776012042122784,0.38021421649034176,723.7142857142857,31.920522175126003,7.667506671205594,0.17227570056341174,0.1341251297577988,0.17227570056341165,1.3229513423129435
Track_1,1,1,42,0,0,0,0,0,41.0,0.0,41.0,6.6520690960043245,495.9667434681082,240.11993520919864,0.0,0.8822586232455205,1.788205220617333,0.15184876985999446,0.9107514819252555,0.3870108166002124,529.1190476190476,36.172603553066345,7.30021816499671,0.18389799026341938,0.16224558770742256,0.18389799026341944,1.469838015965984
Track_2,2,2,35,0,0,0,0,0,34.0,0.0,34.0,2.9612158951129732,508.0175085805535,386.32775042202024,0.0,0.6535642864071168,1.192427757488364,0.10345176039653901,0.5621686097353775,0.31860309026049893,169.85714285714286,22.221185737841974,3.213678007766113,0.13326093080938145,0.08709458515038157,0.13326093080938148,1.694491340384293
Track_3,3,3,42,0,0,0,0,0,41.0,0.0,41.0,11.101140680932193,21.869395845734115,31.822196809091484,0.0,0.9151523201817253,1.938127867107638,0.33919267484818955,0.8924469156322977,0.34724333949236363,679.6190476190476,37.52124512745073,11.101140680932193,0.2958628010137793,0.27075952880322424,0.2958628010137793,1.1088561252636797
Track_4,4,4,42,0,0,0,0,0,41.0,0.0,41.0,7.94454904396003,416.47236026178734,262.5835821883605,0.0,0.9361354706525,1.825662823150764,0.18054928661425385,0.9280173948592909,0.39124647967553783,721.7142857142857,38.38155429675251,11.966128597925483,0.20698872647354521,0.1937694888770739,0.20698872647354527,1.0489543532559513
Track_5,5,5,42,0,0,0,0,0,41.0,0.0,41.0,10.40474540509851,436.23348742290955,495.9397340300285,0.0,0.7745797710558124,1.5835460837627406,0.21443399524194445,0.7906931858748066,0.38707297304896654,489.5238095238095,31.757770613288297,10.40474540509851,0.3276283317174943,0.25377427817313436,0.3276283317174941,1.3343634714025616
Track_6,6,6,42,0,0,0,0,0,41.0,0.0,41.0,12.20867323844432,286.2507247491366,90.53971076171439,0.0,0.6349508636812944,1.4851455157529043,0.09367621079399978,0.5768587287149091,0.35498338669051427,613.1666666666666,26.032985410933062,13.259300504593519,0.4689693880947303,0.29777251801083704,0.46896938809473016,1.4062209726554171
