LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frames),(pixels/frames),(pixels),(frames),(pixels),(pixels),(pixels),
ID33350 → ID33370,0,33350,33370,0.11882046834344595,0.40171456413282386,1.351068426444963,1.351068426444963,20.5,188.72221754451095,477.5683044450111,0.0,
ID32992 → ID33080,0,32992,33080,0.09137803979365433,2.913228154269528,0.983374635119266,0.983374635119266,1.5,191.0270622305335,478.78948496182016,0.0,
ID33846 → ID33882,0,33846,33882,0.10644437319653732,0.435328475816018,1.2581001960092235,1.2581001960092235,40.5,185.93416887995926,476.55495250021784,0.0,
ID33005 → ID33040,0,33005,33040,0.08328469171455744,2.0717432052356775,1.0031506440953457,1.0031506440953457,5.5,191.00685809795277,477.50108064343146,0.0,
ID33723 → ID33810,0,33723,33810,0.04058162468476456,3.0314883422075076,0.37896804298770365,0.37896804298770365,37.5,183.51765486460974,478.0489628517528,0.0,
ID33829 → ID33766,0,33829,33766,0.060419858720510033,0.3539651166946428,0.5683213321894507,0.5683213321894507,35.5,183.913099975436,478.2751548719899,0.0,
ID33243 → ID33167,0,33243,33167,0.027941071044543242,0.8340309258911817,0.21901514592323018,0.21901514592323018,14.5,191.66333104297948,477.31930944606904,0.0,
ID33689 → ID33673,0,33689,33673,0.0786126160147459,1.0821016930331089,0.7725886258085661,0.7725886258085661,33.5,184.68647024047272,478.03537327792253,0.0,
ID33438 → ID33503,0,33438,33503,0.08414239482200647,1.3286237136285153,0.9202026101296666,0.9202026101296666,23.5,186.85853906966707,476.5398292051158,0.0,
ID33503 → ID33510,0,33503,33510,0.09192605843765722,0.5531623422664209,0.9544777283003177,0.9544777283003177,24.5,185.98617816852402,476.76808451030934,0.0,
ID33535 → ID33562,0,33535,33562,0.0580638039518836,2.8467270648311103,0.6375643453050484,0.6375643453050484,26.5,185.23102572085068,476.64420340470053,0.0,
