LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. γ rate
,,,,,,,,,(frames),(frames),(frames),(pixels),(pixels),(pixels),(pixels),(pixels/frames),(pixels/frames),(pixels/frames),(pixels/frames),(pixels/frames),(quality),(pixels),(pixels),,(pixels/frames),,(rad/frames)
Track_0,0,0,42,0,0,0,0,0,41.0,0.0,41.0,5.71458523428548,81.96522333014312,114.90700488900679,0.0,0.5665711837862744,1.425126096039757,0.06689455878207273,0.5987219383501632,0.3272750045090339,720.9761904761905,23.22941853523725,7.2040220562175135,0.2460063830533206,0.1393801276654995,0.2460063830533206,1.3600636302245257
Track_1,1,1,29,0,0,0,0,0,28.0,0.0,28.0,2.9348219198858576,4.033303184755319,124.48185350178765,0.0,0.771694380093583,4.820938073725279,0.018427469094110756,0.6095400386902614,0.8962877394906775,309.58620689655174,21.607442642620335,4.10405834975021,0.13582458453907767,0.10481506856735205,0.13582458453907773,1.5604866770583115
Track_2,2,2,42,0,0,0,0,0,41.0,0.0,41.0,3.050814715617349,452.4279232860871,325.4755670262002,0.0,0.840551007471438,1.6291693371880658,0.21638203341346518,0.8809165870353594,0.3852773815398748,631.7380952380952,34.46259130632896,3.592114065735964,0.08852540102105076,0.07441011501505729,0.08852540102105078,1.582710195847605
Track_3,3,3,42,0,0,0,0,0,41.0,0.0,41.0,17.324095157106026,486.53002769824195,431.5091294424084,0.0,0.8195858904594121,1.78733584111709,0.12090212532037745,0.7991820399668214,0.3920708430055614,579.4285714285714,33.603021508835894,17.76721510403943,0.515551708722106,0.4225389062708787,0.515551708722106,1.302959937427412
Track_4,4,4,38,0,0,0,0,0,37.0,0.0,37.0,13.691756098610936,278.3240230970683,384.93017548810224,0.0,1.0146889774574475,2.422592935432711,0.13693836010834642,0.8558457648846859,0.5479907209789837,822.1578947368421,37.54349216592556,13.691756098610936,0.36469053113385025,0.3700474621246199,0.36469053113385025,1.0247403095335745
Track_5,5,5,42,0,0,0,0,0,41.0,0.0,41.0,4.104933420947856,154.6679889875419,146.41573571237055,0.0,0.6422791296297568,1.3036298724239763,0.047155923443238094,0.5906585371602926,0.35635466859957243,829.6666666666666,26.333444314820028,6.019770435983398,0.1558828906645405,0.1001203273401916,0.1558828906645405,1.7600574918166134
Track_6,6,6,5,0,0,0,0,0,4.0,0.0,4.0,2.4117308117292997,509.5406591068296,414.62070018258555,0.0,0.6935324484890751,1.5709240382877083,0.231397842286091,0.5576558331640337,0.599972288489774,33.4,2.7741297939563005,2.4117308117292997,0.8693648065723094,0.6029327029323249,0.8693648065723094,1.1914586905341416
