LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. γ rate
,,,,,,,,,(frames),(frames),(frames),(pixels),(pixels),(pixels),(pixels),(pixels/frames),(pixels/frames),(pixels/frames),(pixels/frames),(pixels/frames),(quality),(pixels),(pixels),,(pixels/frames),,(rad/frames)
Track_0,0,0,42,0,0,0,0,0,41.0,0.0,41.0,14.894613751523183,143.05107825993295,500.32777271649684,0.0,0.7571419346463824,2.2084039376919224,0.12376051028290035,0.6072851564434444,0.49354687942438014,578.0952380952381,31.042819320501682,18.448245653404292,0.4798086667884028,0.36328326223227275,0.47980866678840284,0.9383676538310018
Track_1,1,1,42,0,0,0,0,0,41.0,0.0,41.0,0.6560913090279641,130.08978300997487,5.261686597605016,0.0,0.72135848508077,1.4868315613210876,0.1274459242435297,0.6011092903893415,0.3627394225781022,322.42857142857144,29.57569788831158,3.3344787094860386,0.022183459930703905,0.01600222704946254,0.022183459930703912,1.7668164752929645
Track_2,2,2,42,0,0,0,0,0,41.0,0.0,41.0,7.231940487576861,455.80832227010563,362.98395797570276,0.0,0.73919927252005,1.9237701362770807,0.0637362237762908,0.70183747940132,0.39281424750959265,659.6666666666666,30.307170173322046,7.231940487576861,0.23862143665074984,0.17638879237992344,0.23862143665074978,1.5195148925179383
Track_3,3,3,42,0,0,0,0,0,41.0,0.0,41.0,1.7926953626827145,318.3646201646562,4.004125952538417,0.0,0.6671286000862017,2.0407548952260868,0.03004872772339264,0.6429381186341087,0.4366000613487937,331.1904761904762,27.352272603534267,3.179345486049026,0.06554100233890894,0.043724277138602795,0.06554100233890894,1.8547189705874527
Track_4,4,4,42,0,0,0,0,0,41.0,0.0,41.0,2.1974810112000434,95.52435864701403,36.315866755216334,0.0,0.6637222571936441,1.2422116474379434,0.12681100889052072,0.6777277052384648,0.27814403538128746,654.5,27.212612544939407,3.908433465706985,0.08075229850022973,0.0535970978341474,0.08075229850022973,1.204254893006929
Track_5,5,5,42,0,0,0,0,0,41.0,0.0,41.0,2.8129143316296368,5.45734411276914,107.1055620270493,0.0,0.5922190061420739,1.5685119245429422,0.07856168314117357,0.5046513201992882,0.38694698728602017,450.54761904761904,24.28097925182502,6.036822585159598,0.11584847144985765,0.0686076666251131,0.11584847144985762,1.4312785869387545
Track_6,6,6,42,0,0,0,0,0,41.0,0.0,41.0,7.694656700201984,67.47502310292637,396.1444404937619,0.0,0.8130181276238616,1.6221996969213517,0.21840074191742267,0.7944372754300008,0.34244809577952895,524.7857142857143,33.33374323257833,7.800176182989554,0.23083686241039095,0.18767455366346303,0.23083686241039097,1.6833945683051108
