LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. γ rate
,,,,,,,,,(sec),(sec),(sec),(µm),(µm),(µm),(µm),(µm/sec),(µm/sec),(µm/sec),(µm/sec),(µm/sec),(quality),(µm),(µm),,(µm/sec),,(rad/sec)
Track_0,0,0,62,0,0,0,0,0,61.0,0.0,61.0,5.3723566700892365,148.2528274642205,130.90457487155248,0.0,0.9859689111654989,3.261783471072461,0.023806796154913764,0.8317257075357568,0.6811580232585116,3657.467741935484,60.14410358109543,12.180074233082554,0.08932474424272378,0.08807142082113502,0.08932474424272377,1.863243287333927
Track_1,1,1,74,0,0,0,0,0,73.0,0.0,73.0,18.70103854392297,118.42394958031996,150.987579902784,0.0,0.8879620507119744,2.4363930394351843,0.07933773525830963,0.8131173630536862,0.5137825104733872,3775.4054054054054,64.82122970197416,18.70103854392297,0.2885017552105066,0.25617861019072563,0.28850175521050675,1.7810363611699056
Track_2,2,2,160,0,0,0,0,0,159.0,0.0,159.0,34.67344137030891,171.2753430851936,161.42569520346157,0.0,1.0648203303057737,6.7010733811120735,0.07691634438062821,0.8016169850785204,0.9983766200207458,3878.4625,169.30643251861812,39.249265308372095,0.20479695221559863,0.2180719583038296,0.20479695221559874,1.591574142012297
Track_3,3,3,162,0,0,0,0,0,161.0,0.0,161.0,26.964661813974548,134.95755893372584,191.78864444383024,0.0,1.0203501771852277,5.391294360511908,0.06359266556620918,0.7557709107659479,0.8755085808665881,3805.0123456790125,164.27637852682162,28.69908456394219,0.1641420516801324,0.16748237151536985,0.16414205168013235,1.6977952428384362
Track_4,4,4,178,0,0,0,0,0,177.0,62.0,239.0,23.172908177514845,168.10636163794942,138.48308614973809,0.0,1.1217691219125565,5.434712762216986,0.12159444540932171,0.9957802905917498,0.8194090791438575,3713.808988764045,198.5531345785226,27.878693612581394,0.11670885089124879,0.1309203851836997,0.11670885089124884,1.630290638897174
Track_5,5,5,80,0,0,0,0,0,79.0,63.0,142.0,7.106222839869668,137.97150339079892,127.34582438241826,0.0,1.1205180389019291,5.04953102274941,0.16898528707705976,0.8944718949581482,0.8255757684452991,4249.1875,88.52092507325241,11.660932034855612,0.0802773223843872,0.0899521878464515,0.08027732238438721,1.7373538711012209
Track_6,6,6,90,0,0,0,0,0,89.0,74.0,163.0,11.897562576466372,109.82996131794708,160.94645825468157,0.0,0.7400844327107874,2.305757585570785,0.04798954779854835,0.6670498095801686,0.4534845574153728,3691.6444444444446,65.8675145112601,11.897562576466372,0.1806286856995716,0.1336804783872626,0.18062868569957166,1.8287236453249285
