LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixels),(pixels),(pixels),(frames),,(pixels),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixels),(pixels),(pixels),(pixels),(radians),,(pixels^2),(pixels),,,
ID46337,46337,0,496.0,453.680456247872,460.7400408580184,0.0,7.0,7,12.482495314918628,1,,792.717791411043,796.0,365.0,1163.0,387639.0,133.63955571180955,0.5627611197556401,4.272135956698633,-0.001047181639841516,0.14691483823885815,14.732878518804338,10.984467542955809,2.210261203024713,1.3412464883882638,489.4999999999999,82.59153046135903,0.9017611738102321,0.9849094567404424,3.7330101073520603
ID46785,46785,0,473.0,456.72069209039546,465.2789548022599,0.0,26.0,26,12.257335203001883,1,,877.103813559322,896.0,453.0,1316.0,413993.0,156.3657039162426,0.597002504087901,4.193822509196347,0.1562027522070287,0.10677901349659874,14.612689512033011,10.594113352927616,-0.8865247022052442,1.3793216124117538,472.00000000000006,80.78298196511297,0.9088916256268099,0.9792531120331952,3.718338137761051
ID47106,47106,0,501.0,455.7276021080369,466.10375494071144,0.0,40.0,40,12.691130856192371,1,,874.1620553359684,889.0,420.0,1288.0,442326.0,165.44913197180168,0.6001461499085659,3.9632806534474634,-0.2053946811916488,0.0643309796895732,15.195437521212904,10.913468222138855,-0.7494180899992887,1.3923564179522443,506.00000000000006,83.63327114206275,0.9090802308713896,0.9815712900096997,3.717952399281584
ID46533,46533,0,511.0,455.80029440628067,462.3806018972849,0.0,13.0,13,12.734947467918404,1,,805.4003944773176,809.0,355.0,1242.0,408338.0,154.0030524306153,0.575773531578573,3.821821505068951,-0.018125980263018423,0.02936791950969304,15.192672811550665,10.87732965264742,-0.986251967660467,1.3967281765569124,509.5000000000001,84.84127101565963,0.88948723548968,0.9760536398467433,3.7586775667957566
ID46917,46917,0,477.0,456.1856140350877,465.36,0.0,27.0,27,12.296226898414837,1,,872.2042105263158,882.0,431.0,1239.0,414297.0,149.0616160622107,0.5920162027973799,4.351795299388928,-0.036324226171271415,0.03360897552127294,14.930667638395837,10.31765294887857,2.215147530246702,1.4470992300645913,475.0,81.14186788495718,0.906595317797999,0.9854771784232366,3.7230442336911236
ID46662,46662,0,502.0,455.9199264460047,464.7517552657974,0.0,22.0,22,12.59672490223628,1,,843.6533066132265,856.0,386.0,1250.0,420983.0,156.8110098664937,0.5882483367616105,3.98528840555801,0.005763765432012823,0.04375885170551882,14.72551535357518,10.971626359265672,-0.9079906054506369,1.3421451725923297,498.5,84.1618714162017,0.8843908872487796,0.9717348927875243,3.769491796750837
ID46599,46599,0,488.0,456.1133879781421,463.4320355191257,0.0,19.0,19,12.463355264843004,1,,839.8319672131148,846.0,355.0,1252.0,409838.0,146.8489160686483,0.5853664178774818,4.223279273834353,-0.08095302078826477,0.09233547354074757,14.99606781941218,10.610989335199587,-0.927728581148645,1.4132582123766797,487.99999999999994,83.60448821500772,0.8773451924716424,0.9692154915590863,3.7845973565243365
