LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frames),(pixels/frames),(pixels),(frames),(pixels),(pixels),(pixels),
ID46968 → ID46990,0,46968,46990,0.08902219556099455,2.3713542080135177,0.7164503148990631,0.7164503148990631,35.5,455.92507151775214,465.1995422729177,0.0,
ID46990 → ID47036,0,46990,47036,0.07238032571144726,1.1000891487132718,0.7238289083111523,0.7238289083111523,36.5,455.33482960445576,465.0306759180591,0.0,
ID46846 → ID46866,0,46846,46866,0.09375532147801813,2.3344222893806403,0.9211899163094582,0.9211899163094582,30.5,455.5502485213104,465.21578150276,0.0,
ID47095 → ID47013,0,47095,47013,0.11477342386943568,0.9797074773743965,1.0384629566010681,1.0384629566010681,38.5,455.71195706213786,465.1815386278596,0.0,
ID46601 → ID46674,0,46601,46674,0.10985777341834235,2.958916931738737,0.9912202147537894,0.9912202147537894,20.5,456.2530156627025,463.97870077128573,0.0,
ID46674 → ID46662,0,46674,46662,0.11851044737853766,2.50123140200316,1.1853759134837853,1.1853759134837853,21.5,455.9479840563357,464.15973179956535,0.0,
ID46317 → ID46421,0,46317,46421,0.08007551325413176,1.1939124661882172,0.5724658958023507,0.5724658958023507,8.5,454.5487491556188,460.32534007291326,0.0,
ID46361 → ID46374,0,46361,46374,0.09971543536584693,1.4416596376177366,0.8056350085934431,0.8056350085934431,10.5,455.2147384779784,461.56478970108043,0.0,
ID46472 → ID46533,0,46472,46533,0.12547393963903652,3.1176862353257544,1.2494197876994169,1.2494197876994169,12.5,455.66199478559315,461.7713928474577,0.0,
ID46839 → ID46846,0,46839,46846,0.06183476938672072,2.3601619267817453,0.46792121606656517,0.46792121606656517,29.5,455.36038280556727,465.50177624819014,0.0,
ID46265 → ID46372,0,46265,46372,0.16837718959789694,2.7769709735785866,1.5375721832922302,1.5375721832922302,2.5,455.13354656617423,458.8320689992438,0.0,
