LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frames),(pixels/frames),(pixels),(frames),(pixels),(pixels),(pixels),
ID16066 → ID16048,0,16066,16048,0.4660377358490566,1.013966611749991,1.6362694589142155,1.6362694589142155,1.5,18.716578512641583,247.33865257683846,0.0,
ID16286 → ID16196,0,16286,16196,0.39370452388484845,2.503380994123746,1.9590983184679338,1.9590983184679338,3.5,20.203738271661145,248.5794954680143,0.0,
ID16304 → ID16171,0,16304,16171,0.3582949308755752,2.603689417051671,2.6149593135264873,2.6149593135264873,6.5,19.555824402664985,246.53931657210666,0.0,
ID16065 → ID16304,0,16065,16304,0.2888512740747554,0.984961980096658,1.1167160134720422,1.1167160134720422,5.5,19.300883263846014,247.3773942636758,0.0,
ID16048 → ID16286,0,16048,16286,0.32399662343642177,2.0911363163810712,2.6351491635034936,2.6351491635034936,2.5,19.54994207066656,248.1380204306281,0.0,
ID16196 → ID16065,0,16196,16065,0.3222094361334885,1.4847831689647364,1.0211396807691744,1.0211396807691744,4.5,20.241150249728275,247.437248718509,0.0,
ID16171 → ID16181,0,16171,16181,0.4873758238379834,2.838269346473088,4.039242839248587,4.039242839248587,7.5,19.67976867539914,247.39539860888175,0.0,
ID16341 → ID16066,0,16341,16066,0.21723937099592316,NaN,2.5802764341203983,2.5802764341203983,0.5,16.860367596024894,247.4014822558279,0.0,
ID16430 → ID16442,1,16430,16442,0.2136937362911484,0.25140364439060675,2.8812300186582047,2.8812300186582047,12.5,211.0082157992984,431.50504292462415,0.0,
ID16686 → ID16649,1,16686,16649,0.10470588235290867,2.2470072455053023,0.7312691629917284,0.7312691629917284,19.5,216.20197251520224,436.8846283889678,0.0,
ID16334 → ID16254,1,16334,16254,0.05132021466906567,0.127962946680796,0.2361253940840186,0.2361253940840186,6.5,211.01390387390387,426.1091700680272,0.0,
