LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixels),(pixels),(pixels),(frames),,(pixels),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixels),(pixels),(pixels),(pixels),(radians),,(pixels^2),(pixels),,,
ID7873,7873,0,571.0,205.57475276323444,295.4226294357184,0.0,1.0,1,13.505242122350568,1,,830.6010452961673,837.0,362.0,1261.0,476765.0,156.4440342273485,0.5927085797951379,3.9515579634002544,0.020117243610286172,0.031947975132613576,15.90256753156627,11.72626000831935,-0.22078556062386387,1.35615000181507,573.0,88.48982988524646,0.9195551173118371,0.9845360824742266,3.6967156766886324
ID7939,7939,0,589.0,205.06301331067687,296.78717077315207,0.0,17.0,17,13.686685793834855,1,,910.786078098472,914.0,319.0,1442.0,536453.0,166.23203726723162,0.6302988734222803,4.236536517367739,0.0940922297717917,-0.04226299996874682,15.933281298454173,12.11148901093341,2.943016644408205,1.3155509850251041,588.5,89.01561538433533,0.933305734103661,0.9957698815566834,3.6693823274263866
ID8451,8451,0,606.0,207.70898814447202,301.3406396470912,0.0,36.0,36,13.871493293733788,1,,961.4092409240924,953.0,341.0,1631.0,582614.0,178.20539040854663,0.64512268619179,4.231179739081389,-0.05094429176320782,-0.015444639823090118,16.09013011917703,12.216150602457454,2.7816847593925296,1.3171194955586312,604.5,91.42332046805927,0.9088499503860318,0.9829268292682929,3.718423388830664
ID7812,7812,0,562.0,205.84397163120568,294.97369976359334,0.0,2.0,2,13.398760233979036,1,,841.8851590106007,846.0,373.0,1295.0,476507.0,161.3850972675704,0.5999094616920913,3.9120980032853256,-0.0319288124361362,0.03729802686476923,15.934303360160332,11.523541265851968,-0.21985608662279008,1.3827609926975224,564.0,88.95563573365318,0.895657635170672,0.9800173761946134,3.7457079761394754
ID8452,8452,0,606.0,209.00712719298244,301.5175438596491,0.0,40.0,40,13.911592676604096,1,,970.014802631579,967.0,453.0,1487.0,589769.0,166.40173330847983,0.6488215081370612,4.587774950127737,0.04024568240629177,-0.033162586235809415,16.17825046198711,12.156424158232877,-0.3240071892779191,1.3308395833679816,607.9999999999999,91.55437169647104,0.9114970556947654,0.9806451612903225,3.713020071833899
ID7813,7813,0,558.0,204.6290322580645,295.4695340501792,0.0,4.0,4,13.327299669871431,1,,873.5663082437276,874.0,418.0,1302.0,487450.0,166.19981618140932,0.6121448576674584,3.9915858606972243,-0.02557620719832303,-0.04413019518198519,15.75171017439674,11.533691389363101,2.933453264672507,1.3657128184410838,557.9999999999999,89.064344761878,0.8839675215230683,0.9755244755244755,3.770394365315753
ID8070,8070,0,572.0,204.9079254079254,297.1692890442891,0.0,20.0,20,13.493452297211721,1,,943.8170731707318,939.0,418.0,1526.0,541751.0,188.89997442104217,0.6397654356974671,3.8987462585496053,0.029730174784519343,0.02783537452014106,15.879840427717335,11.710301710655248,-0.24597916988193352,1.3560573262829094,572.0000000000001,89.55400420686881,0.8962638389962865,0.9744463373083477,3.7444410241067714
