LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frames),(pixels/frames),(pixels),(frames),(pixels),(pixels),(pixels),
ID23240 → ID23254,0,23240,23254,0.06053653628352662,1.1512364489732754,0.3348759014163739,0.3348759014163739,15.5,153.73274886692118,203.93829284324966,0.0,
ID22857 → ID23111,0,22857,23111,0.10253164556962024,2.3269407889748415,1.19259015500163,1.19259015500163,9.5,152.67830055757736,203.85602276310567,0.0,
ID23234 → ID23357,0,23234,23357,0.04882592283936327,0.4255214970448433,0.21505757170966544,0.21505757170966544,13.5,153.49890244474017,202.80798014515025,0.0,
ID23038 → ID22788,0,23038,22788,0.09208321946698639,NaN,1.15047147285617,1.15047147285617,0.5,151.71743467714182,200.4876697247193,0.0,
ID23254 → ID23372,0,23254,23372,0.07355117841284142,0.6898289501973427,0.8409532662255848,0.8409532662255848,16.5,153.52849728249205,204.45957002747014,0.0,
ID23372 → ID23345,0,23372,23345,0.05594245918484653,2.239927553181035,0.5231352794956862,0.5231352794956862,17.5,153.6835500437063,204.75065559440557,0.0,
ID22977 → ID22970,0,22977,22970,0.08208938622055317,0.39118247987587046,0.9125152992635414,0.9125152992635414,6.5,151.9713935618264,204.1955694334602,0.0,
ID22788 → ID22994,0,22788,22994,0.07422589392697476,0.8260138531772773,0.8337529087943583,0.8337529087943583,1.5,151.37239602448727,201.3307071329885,0.0,
ID23111 → ID23144,0,23111,23144,0.052241212512092905,0.26415690370688866,0.6253127341240581,0.6253127341240581,10.5,152.38959482427765,203.00167626149096,0.0,
ID23516 → ID23552,0,23516,23552,0.518840579710145,1.420090755660282,3.2587259233508625,3.2587259233508625,22.5,155.65179413305395,204.86070804958968,0.0,
ID23357 → ID23240,0,23357,23240,0.07399999999999995,0.6597477639882333,0.9977941280733044,0.9977941280733044,14.5,153.72330298641418,203.35100982265038,0.0,
