LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frames),(pixels/frames),(pixels),(frames),(pixels),(pixels),(pixels),
ID25061 → ID25239,0,25061,25239,0.08061320262794713,1.9918294292189613,0.6263848320118032,0.6263848320118032,33.5,470.8023623043954,346.9368472806509,0.0,
ID25239 → ID25143,0,25239,25143,0.07401057293900193,1.1289097994602222,0.7036612886417932,0.7036612886417932,34.5,470.5137577877962,346.4543259447106,0.0,
ID24891 → ID24913,0,24891,24913,0.05203364298261948,2.1221203670283577,0.3563491972953258,0.3563491972953258,24.5,472.78164119818683,347.0824669377074,0.0,
ID24953 → ID24938,0,24953,24938,0.09065332916527735,2.6785353436909896,0.6946820704648086,0.6946820704648086,26.5,471.30168997916485,346.9651892218143,0.0,
ID24419 → ID24416,0,24419,24416,0.09713333685937597,1.439046040684113,0.8837980584095381,0.8837980584095381,7.5,476.8186845921181,346.02379987136794,0.0,
ID25341 → ID24348,0,25341,24348,0.08871851040525736,1.1166029674619102,0.6086334933390215,0.6086334933390215,3.5,476.6141980505018,341.4256376732293,0.0,
ID24632 → ID24700,0,24632,24700,0.044598612487611544,2.2746854402147854,0.3989127422073374,0.3989127422073374,18.5,473.7596676292163,347.31579848800925,0.0,
ID24624 → ID24635,0,24624,24635,0.21670073910993926,0.470079057127387,3.0503833843842596,3.0503833843842596,16.5,475.3875401122246,346.9606474426776,0.0,
ID25059 → ID25061,0,25059,25061,0.10200308166413263,2.549421612753145,1.0071512731583792,1.0071512731583792,32.5,470.33698006925556,347.0154542199007,0.0,
ID24310 → ID24362,0,24310,24362,0.09653092006022046,2.221446665609753,0.8547973996020228,0.8547973996020228,10.5,477.0076005761565,345.86346040040644,0.0,
ID24637 → ID24624,0,24637,24624,0.10038463275798182,2.0378324981915243,0.7658009044743623,0.7658009044743623,15.5,477.1966242863432,346.4693829914547,0.0,
