LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frames),(pixels/frames),(pixels),(frames),(pixels),(pixels),(pixels),
ID48516 → ID48581,0,48516,48581,0.039633664929742185,1.0046919389280218,0.1052176110941455,0.1052176110941455,18.5,495.84339856050383,422.95934547908234,0.0,
ID48192 → ID48294,0,48192,48294,0.06722689075625754,0.726773019536559,0.6162486074153845,0.6162486074153845,1.5,497.3333796336309,419.177718719176,0.0,
ID48212 → ID48114,0,48212,48114,0.09819718481134454,0.8053467855739473,1.0732903499809343,1.0732903499809343,4.5,496.3019776119403,420.4265816749585,0.0,
ID48407 → ID48605,0,48407,48605,0.0900071853633112,1.4525688635359237,0.9711013724060618,0.9711013724060618,13.5,495.0652172119426,425.24396327913576,0.0,
ID48571 → ID48684,0,48571,48684,0.08617434758464426,1.8598768407486534,0.6815217535950769,0.6815217535950769,22.5,496.02065989147457,424.0211731902697,0.0,
ID48334 → ID48206,0,48334,48206,0.07350404670291733,0.1711264123937014,0.977463317214048,0.977463317214048,8.5,495.8882839401946,422.645402389923,0.0,
ID48332 → ID48430,0,48332,48430,0.04766641019373863,0.31432642080267215,0.2979479303070561,0.2979479303070561,11.5,495.6782101899589,423.6796236027771,0.0,
ID48139 → ID48212,0,48139,48212,0.11094096525498764,1.7876647505190117,0.9645139499999575,0.9645139499999575,3.5,496.9548136427567,419.75353551336144,0.0,
ID48114 → ID48117,0,48114,48117,0.053886937773789056,0.34908258560618893,0.5185597928103227,0.5185597928103227,5.5,495.9231491502577,421.1144781992231,0.0,
ID48915 → ID48987,0,48915,48987,0.12934410742296987,0.42193154542868744,1.3171148590420698,1.3171148590420698,34.5,494.14516626622003,421.83559499180444,0.0,
ID48326 → ID48332,0,48326,48332,0.04169288374068281,1.3432738998654918,0.3122705999571878,0.3122705999571878,10.5,495.66757883059324,423.37846023487543,0.0,
