LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. γ rate
,,,,,,,,,(frames),(frames),(frames),(pixels),(pixels),(pixels),(pixels),(pixels/frames),(pixels/frames),(pixels/frames),(pixels/frames),(pixels/frames),(quality),(pixels),(pixels),,(pixels/frames),,(rad/frames)
Track_0,0,0,42,0,0,0,0,0,41.0,0.0,41.0,8.85844874793419,397.32150008219617,235.201705818423,0.0,0.6113673399708336,1.522260601884699,0.06515770949494391,0.5254752451622282,0.3092087946610673,607.8571428571429,25.066060938804178,10.854007787300784,0.35340410164808284,0.2160597255593705,0.35340410164808284,1.166324718637469
Track_1,1,1,42,0,0,0,0,0,41.0,0.0,41.0,13.519030645758372,491.4400803748814,275.53788597715925,0.0,0.6832154399587901,1.211015141258639,0.19275790933956324,0.6719737732565731,0.2740976244501101,543.3571428571429,28.011833038310396,13.519030645758372,0.48261856434989686,0.32973245477459445,0.4826185643498969,1.398116910071307
Track_2,2,2,42,0,0,0,0,0,41.0,0.0,41.0,16.99456194745998,138.30408882110407,303.6460157019216,0.0,0.7687005308712977,2.196760197762919,0.05271286259892855,0.6965273300544137,0.4799299304722202,746.2142857142857,31.516721765723215,16.99456194745998,0.5392236563747831,0.4145015109136581,0.5392236563747832,1.163144908149148
Track_3,3,3,42,0,0,0,0,0,41.0,0.0,41.0,17.4896260511553,121.88773684259418,354.5265173908266,0.0,1.0863704480995524,3.8262740362594276,0.19310327391550366,0.7754254430657821,0.9023382434692473,806.9761904761905,44.541188372081656,17.80555085826106,0.3926618640044586,0.4265762451501293,0.39266186400445874,1.1435651874627144
Track_4,4,4,2,0,0,0,0,0,1.0,0.0,1.0,1.2951108578788426,123.69423237313146,2.140473186344746,0.0,1.2951108578788426,1.2951108578788426,1.2951108578788426,1.2951108578788426,NaN,119.0,1.2951108578788426,1.2951108578788426,1.0,1.2951108578788426,1.0,NaN
Track_5,5,5,42,0,0,0,0,0,41.0,0.0,41.0,7.923880797136327,183.42224085421853,381.9477522507454,0.0,0.5511938493908826,1.6168091898339072,0.04871461825887696,0.4712151780334063,0.34240674310988695,673.6666666666666,22.598947825026176,8.73029083159041,0.35063051866341255,0.19326538529600798,0.35063051866341244,1.0120907318837735
Track_6,6,6,42,0,0,0,0,0,41.0,0.0,41.0,4.549535541266406,115.67123235044058,425.667540000586,0.0,1.195304764433301,3.2061068700840156,0.34249545202441983,1.0703467522225256,0.6230081229794288,528.1904761904761,49.007495341765335,9.96409951095899,0.09283346372915298,0.11096428149430257,0.09283346372915295,1.0076581258650181
