LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frames),(pixels/frames),(pixels),(frames),(pixels),(pixels),(pixels),
ID37614 → ID37643,0,37614,37643,0.08348144339497032,1.9552349748261892,0.6798930437764547,0.6798930437764547,38.5,73.71747019475792,404.4388518535372,0.0,
ID37616 → ID37579,0,37616,37579,0.136734693877551,1.9546472414380243,1.7162494925174605,1.7162494925174605,40.5,75.38176435145195,404.5693908564482,0.0,
ID36926 → ID36977,0,36926,36977,0.12274872015067007,0.4251125820866284,1.1092211081223646,1.1092211081223646,11.5,73.81438378157897,404.557501714008,0.0,
ID37566 → ID37614,0,37566,37614,0.05995759740635498,3.0720405407589997,0.6743943206576833,0.6743943206576833,37.5,73.58067482877462,404.08590435046835,0.0,
ID37314 → ID37390,0,37314,37390,0.1048951048951049,0.7077923116596513,1.0448439060609358,1.0448439060609358,26.5,74.65314180496476,402.44539224513835,0.0,
ID37143 → ID37175,0,37143,37175,0.050114451396310544,2.5567530725215906,0.5333527657256638,0.5333527657256638,20.5,75.29603397034792,401.2756949442436,0.0,
ID37002 → ID37024,0,37002,37024,0.13082492728510264,0.731716642666769,2.073456871037352,2.073456871037352,13.5,73.74575600864648,402.69881605617263,0.0,
ID37238 → ID37264,0,37238,37264,0.0604546590057492,1.2250096307338902,0.14650430764574604,0.14650430764574604,23.5,73.36894391636778,401.0302314677943,0.0,
ID37390 → ID37355,0,37390,37355,0.08157423971377464,1.8740424887423544,0.7221895588446919,0.7221895588446919,27.5,74.53592347731885,402.97161313121194,0.0,
ID37489 → ID37532,0,37489,37532,0.050053110291984115,0.1649144658334494,0.23096494498905767,0.23096494498905767,34.5,73.74495413353908,405.1819754496048,0.0,
ID36758 → ID36882,0,36758,36882,0.06628196304727696,1.7448780002074855,0.5513447336861607,0.5513447336861607,2.5,74.78594526369073,405.40674550002234,0.0,
