LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frames),(pixels/frames),(pixels),(frames),(pixels),(pixels),(pixels),
ID29210 → ID29185,0,29210,29185,0.15225169648362558,0.7245873919532049,0.5373408754825644,0.5373408754825644,7.5,470.6753062839838,188.60189792828137,0.0,
ID29178 → ID29210,0,29178,29210,0.13557567917207092,2.3236634909454987,1.0199428070744962,1.0199428070744962,6.5,471.292547244896,188.20635608121864,0.0,
ID30080 → ID29331,0,30080,29331,0.06509879764281334,1.7141727608759083,0.33675258256694957,0.33675258256694957,11.5,469.7524177871046,190.35012189156183,0.0,
ID29216 → ID29096,0,29216,29096,0.2713887454827364,0.7088483814142841,0.19635249935943466,0.19635249935943466,1.5,471.8296642383437,186.59381652630745,0.0,
ID29120 → ID30130,0,29120,30130,0.1446351931330241,1.7411935114234365,1.1786831520102654,1.1786831520102654,9.5,470.40553335208955,189.39987692813656,0.0,
ID29206 → ID29216,0,29206,29216,0.271920088790247,NaN,2.1497642868970526,2.1497642868970526,0.5,471.77777777777777,185.44380218368659,0.0,
ID29307 → ID29228,0,29307,29228,0.12061209762806546,0.4554788550324793,0.18511599340598872,0.18511599340598872,3.5,470.90492587039057,187.4150308626502,0.0,
ID29427 → ID29407,0,29427,29407,0.06576878603099978,1.542632083960929,0.5094853252199589,0.5094853252199589,13.5,469.9372579770553,191.44901673338723,0.0,
ID29228 → ID29179,0,29228,29179,0.10699162814751495,0.7892801580356698,0.06852894781232514,0.06852894781232514,4.5,470.8701658250874,187.52905033625433,0.0,
ID29185 → ID29120,0,29185,29120,0.09330005565874733,1.8218017539567681,0.12008500399576973,0.12008500399576973,8.5,470.5992735237971,188.85088474277603,0.0,
ID29179 → ID29178,0,29179,29178,0.12941572277674307,0.78951408680754,1.0173477256745782,1.0173477256745782,5.5,471.32789663369374,187.80282570355035,0.0,
