LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frames),(pixels/frames),(pixels),(frames),(pixels),(pixels),(pixels),
ID43483 → ID43467,0,43483,43467,0.08667467714084065,2.460891124124485,0.8891702972024755,0.8891702972024755,21.5,477.6071145547238,258.6421209159427,0.0,
ID43042 → ID43124,0,43042,43124,0.0895447723861792,0.9743666350592906,0.8088146071080677,0.8088146071080677,4.5,473.51698184631084,258.2601777102981,0.0,
ID43097 → ID43188,0,43097,43188,0.10006064808532067,2.8150293283188677,0.853349284415484,0.853349284415484,7.5,473.8409482509669,258.2460815615524,0.0,
ID43286 → ID43377,0,43286,43377,0.055528623072977124,0.00827011979669923,0.749657936251599,0.749657936251599,12.5,475.5383575003543,259.0081975803143,0.0,
ID43311 → ID43380,0,43311,43380,0.06712905622988063,1.5591405981938584,0.7296539584281692,0.7296539584281692,18.5,477.33389266837503,258.0728706343584,0.0,
ID43467 → ID43528,0,43467,43528,0.0345784784098796,0.11685389111720244,0.18907645896248107,0.18907645896248107,22.5,477.9602381317609,258.2354459937776,0.0,
ID43175 → ID43245,0,43175,43245,0.11669128508124071,0.573245076986177,1.080802745737737,1.080802745737737,9.5,474.00402326851815,258.8317000339579,0.0,
ID43388 → ID43389,0,43388,43389,0.12206214516819269,0.4384920118427572,1.1382849846752408,1.1382849846752408,16.5,477.8146314062416,258.5742064708111,0.0,
ID43878 → ID43931,0,43878,43931,0.07648540640191626,0.8156012166402405,0.7058071338415949,0.7058071338415949,37.5,482.2762154192958,254.84957771035232,0.0,
ID43439 → ID43326,0,43439,43326,0.09431345353675447,1.6950412979887977,1.0524070161871064,1.0524070161871064,14.5,477.3228966484097,260.04861942446297,0.0,
ID43560 → ID43570,0,43560,43570,0.1375553285665645,2.6807224910201555,1.3293201193857331,1.3293201193857331,24.5,478.32367264587424,258.2184710169572,0.0,
