LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixels),(pixels),(pixels),(frames),,(pixels),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixels),(pixels),(pixels),(pixels),(radians),,(pixels^2),(pixels),,,
ID39040,39040,0,203.0,9.276402640264026,3.633663366336634,0.0,5.0,5,8.018640596081465,1,,1164.9158415841584,1170.0,650.0,1608.0,235313.0,160.83840611658658,0.26134414442745035,3.0013314891182072,0.22112216412115523,-1.0044806815652088,10.80288328799522,7.432216385136567,-0.17862685044721266,1.4535210935999567,201.99999999999997,56.355476753155436,0.799261653514566,0.9975308641975307,3.9651575075625205
ID39232,39232,0,179.0,9.04003724394786,2.920856610800745,0.0,14.0,14,7.54834217738561,1,,1245.8379888268157,1248.0,782.0,1598.0,223005.0,160.5778592640345,0.26857441140853844,3.28514533114203,0.2848894514926791,-1.0916092638975583,10.997234625136867,6.7413755570173715,-0.10913386239270112,1.6313042541724885,179.0,55.09876462327162,0.7409333989059652,0.9972144846796656,4.1182750246712105
ID39488,39488,0,181.0,10.22768670309654,2.5664845173041897,0.0,31.0,31,7.632215220473917,1,,1285.896174863388,1277.0,742.0,1644.0,235319.0,183.3587282543326,0.27567360909153266,3.031027893191112,-0.15030689691844468,-1.2139458118461854,11.83389277498929,6.937035161136303,3.0904480106442715,1.7059006477705194,183.00000000000006,59.490591073682566,0.6497770766912442,0.9812332439678287,4.397671034332639
ID39617,39617,0,199.0,14.723628691983121,2.559915611814346,0.0,38.0,38,7.928821004493585,1,,1280.6666666666667,1267.0,555.0,1660.0,253572.0,171.42380764471196,0.3602150827497093,3.956847124433439,-0.47876846390409805,-1.7876142954260594,13.44416690649172,7.152977231776025,0.14284294069552383,1.8795204389534517,197.50000000000003,64.32668676116832,0.5997836157062667,0.9875000000000002,4.577281615289602
ID39106,39106,0,206.0,8.632996632996633,3.6481481481481484,0.0,10.0,10,7.938851142601841,1,,1271.2777777777778,1270.0,712.0,1633.0,251713.0,161.39137602404642,0.25369856008925357,3.1879756972586013,0.4645163293461948,-1.63377165178731,11.48874154455394,7.619668439707056,-0.11712290199916701,1.5077744701704676,198.0,58.583905059682536,0.7249673028351133,0.9899999999999999,4.163376841877795
ID39236,39236,0,174.0,8.508032128514056,3.0120481927710845,0.0,15.0,15,7.269074295019225,1,,1258.709090909091,1264.0,660.0,1604.0,207687.0,165.25818743533532,0.25043216612178854,3.0508605169209426,0.5930479739298288,-1.6289729152626573,10.90008473564427,6.990613562748293,-0.0604714008612935,1.5592457854813828,165.99999999999997,55.707010685300204,0.6721995905085358,0.982248520710059,4.323702562892406
ID39048,39048,0,213.0,8.220506730007918,3.815914489311164,0.0,2.0,2,8.185611219798307,1,,1162.2918660287082,1139.0,712.0,1592.0,242919.0,157.35648522744722,0.25082837083207826,2.9623712342396864,0.556142293167958,-1.6875739973703512,11.03918747627257,8.151561285083787,-0.3942994337439959,1.3542421004026226,210.5,58.37451332498209,0.7762746758334901,0.9836448598130842,4.023437160436761
