LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixels),(pixels),(pixels),(frames),,(pixels),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixels),(pixels),(pixels),(pixels),(radians),,(pixels^2),(pixels),,,
ID49152,49152,0,200.0,327.5016792611251,3.678001679261125,0.0,1.0,1,7.948868624369286,1,,1834.8883248730965,1855.0,974.0,2516.0,361473.0,274.44345857540986,0.5321301694761248,4.644179178748106,-0.024122396924699935,-2.062860992198509,10.069893788933589,8.957414926020226,0.07277474444904786,1.1241964196256828,198.50000000000006,56.31366544766297,0.7865797874905852,1.0000000000000002,3.9969944099416543
ID49984,49984,0,289.0,325.1414662084765,6.1924398625429555,0.0,29.0,29,9.624353322664494,1,,2020.3972602739725,2007.0,809.0,2775.0,589956.0,389.1692443506832,0.5560345523952772,3.710315142876655,-0.1761369380449885,-1.9795649377911,12.078664234762032,9.91015943053823,1.1985287804739817,1.2188163388715563,291.0,65.2671245976811,0.8584478025227338,0.9948717948717949,3.8260266026819973
ID50304,50304,0,336.0,327.3204365079365,7.409722222222221,0.0,33.0,33,10.341765891652821,1,,2149.1597633136093,2179.0,407.0,3111.0,726416.0,440.0807970487932,0.5679136206529368,3.5377442203530713,0.03590517824468788,-1.6957487751755875,13.022477054363797,10.305739590342784,1.2427380165100859,1.2636140220898646,336.0,69.29160321425141,0.8794029573722677,0.9999999999999998,3.780166866120863
ID49921,49921,0,264.0,322.7811704834606,5.418575063613232,0.0,11.0,11,9.13220620552083,1,,1933.145038167939,1906.0,954.0,2721.0,506484.0,346.5197217773469,0.547633867538676,3.948103700206577,-0.41807559725806814,-2.3912770376903567,11.854076155041724,9.43883830969579,1.083405422007835,1.2558829557303623,262.0,62.79461146622947,0.8349614027097942,0.9943074003795066,3.879464052263439
ID49539,49539,0,277.0,322.47894103489773,5.991576413959086,0.0,13.0,13,9.389986074159536,1,,1903.1942446043165,1878.0,903.0,2598.0,529088.0,314.33267524213665,0.5480871822136675,4.287240171385553,-0.4671128804939844,-1.7438409227526541,11.900119768064796,9.851257330687101,1.0500163173503454,1.2079797906603655,277.0,64.44779495265352,0.838056902686497,0.9964028776978417,3.872292707118131
ID50116,50116,0,311.0,326.0981808453718,6.731139646869984,0.0,32.0,32,9.9575865322,1,,2110.935275080906,2107.0,519.0,3166.0,652279.0,427.22508706519375,0.5687139255626055,3.5825996300644363,-0.09139444637075644,-2.439569546301744,13.023181671089064,9.915938515656624,1.3621674785742774,1.3133584532141163,311.50000000000006,68.00651399560994,0.8463829145663563,0.988888888888889,3.853199435992327
ID50053,50053,0,243.0,324.4035980991174,5.1904276985743385,0.0,26.0,26,8.839970421789916,1,,2086.2580645161293,2095.0,1031.0,2933.0,517392.0,386.1073117800335,0.5554322975148475,3.8589576750682983,-0.316019056888758,-2.3137390961629505,11.495901390419073,9.227763628912435,1.0714893606294642,1.2457949566891926,245.49999999999994,61.09302695232818,0.8265670210634907,0.9939271255060728,3.8991136609399195
