LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frames),(pixels/frames),(pixels),(frames),(pixels),(pixels),(pixels),
ID11086 → ID11135,0,11086,11135,0.07316432104371806,3.042903583120255,0.7223189884083856,0.7223189884083856,22.5,265.9552765805417,217.218180939567,0.0,
ID11137 → ID11219,0,11137,11219,0.06697753285285613,0.46236840797221906,0.37785802849571876,0.37785802849571876,25.5,267.6777171299939,216.86280760993094,0.0,
ID11056 → ID10729,0,11056,10729,0.0801806564309937,3.049837780122245,0.541116813277755,0.541116813277755,6.5,259.35471617584295,207.96114325308378,0.0,
ID11228 → ID11137,0,11228,11137,0.13582183186950636,1.475473503524113,1.1173622314893459,1.1173622314893459,24.5,267.2136780798461,217.42974908129207,0.0,
ID11298 → ID11086,0,11298,11086,0.23595874172108688,2.8007472255669152,2.8868595538950292,2.8868595538950292,21.5,265.24152885180365,216.4015131215694,0.0,
ID11393 → ID11411,0,11393,11411,0.1420677738522621,2.125434958748242,1.630638767098559,1.630638767098559,31.5,268.1387717347591,216.37231987256826,0.0,
ID11527 → ID11637,0,11527,11637,0.0668946791290379,1.3289337952598632,0.5003279822696574,0.5003279822696574,37.5,266.1624056610061,211.42371448348248,0.0,
ID10969 → ID10947,0,10969,10947,0.043338166586105564,1.1378553401868945,0.23672894470904216,0.23672894470904216,16.5,262.9522051951251,213.96990713056204,0.0,
ID11628 → ID11690,0,11628,11690,0.11771680774679127,0.44226141831663673,1.0824642344440991,1.0824642344440991,39.5,265.78425899394944,210.41598766939677,0.0,
ID10939 → ID10865,0,10939,10865,0.16818016709045647,0.7152525876441301,1.9433715528884041,1.9433715528884041,11.5,262.16364995370884,211.08591473928294,0.0,
ID10803 → ID10939,0,10803,10939,0.08828181164631366,1.2835513283619369,0.7842946921845088,0.7842946921845088,10.5,261.77988333970507,209.85060212699403,0.0,
