LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. γ rate
,,,,,,,,,(frames),(frames),(frames),(pixels),(pixels),(pixels),(pixels),(pixels/frames),(pixels/frames),(pixels/frames),(pixels/frames),(pixels/frames),(quality),(pixels),(pixels),,(pixels/frames),,(rad/frames)
Track_0,0,0,42,0,0,0,0,0,41.0,0.0,41.0,2.179863519999101,375.64011092343753,240.89606440280633,0.0,0.9432017362796586,2.1380392717413446,0.06836622696747507,0.9496351778358509,0.4995517919836371,595.7142857142857,38.671271187466004,6.04387781076419,0.05636906812377119,0.05316740292680735,0.05636906812377119,1.1958261649861435
Track_1,1,1,42,0,0,0,0,0,41.0,0.0,41.0,7.852093915470421,93.27293052143935,391.3138276052283,0.0,0.6227060774092735,1.6640673402997217,0.05363036966859023,0.5834442386394084,0.34775570838786013,697.2380952380952,25.53094917378021,8.36456656159585,0.3075519778768887,0.191514485743181,0.30755197787688865,1.1928513138485068
Track_2,2,2,26,0,0,0,0,0,25.0,0.0,25.0,6.291915959327363,302.7378133562084,412.97007434801253,0.0,1.5170018784212966,2.9167098682134673,0.16781882714768576,1.5359938753518816,0.7334135993119502,590.4230769230769,37.92504696053243,9.14213050881264,0.16590397279864122,0.2516766383730945,0.16590397279864127,1.5383015081923315
Track_3,3,3,28,0,0,0,0,0,27.0,0.0,27.0,17.70917732391932,270.7876225566962,138.88275044876337,0.0,1.8095247254097304,8.741610839067171,0.3078263160964588,1.154385225224921,1.8320025427939892,679.0357142857143,48.85716758606273,23.11921918599713,0.3624683582551998,0.6558954564414563,0.36246835825519985,1.1949394135517981
Track_4,4,4,42,0,0,0,0,0,41.0,0.0,41.0,13.59966082310481,426.2606212277197,438.20852320308836,0.0,1.1841462247669148,2.992465948873479,0.2364948330123563,1.0355345639096367,0.6859811974326598,639.0952380952381,48.549995215443495,16.253210764423205,0.2801166254034734,0.331699044465971,0.2801166254034733,0.9742818599151706
Track_5,5,5,42,0,0,0,0,0,41.0,0.0,41.0,10.312798122244761,68.86498202622946,238.76813208523825,0.0,0.5737312359173933,1.2428543752369379,0.1882458130528684,0.5070766900530799,0.26653204564634586,729.8571428571429,23.522980672613127,10.675576599593347,0.438413748060914,0.2515316615181649,0.4384137480609141,1.4361066266915103
Track_6,6,6,42,0,0,0,0,0,41.0,0.0,41.0,1.5220940259321232,164.12638100521676,444.2951941932467,0.0,0.6919879944122366,1.6513710212288222,0.16774611535911502,0.6904842430178194,0.32478573887941187,593.8095238095239,28.3715077709017,5.487248519541481,0.05364868297529145,0.03712424453492983,0.05364868297529145,1.2931278864765257
