LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixels),(pixels),(pixels),(frames),,(pixels),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixels),(pixels),(pixels),(pixels),(radians),,(pixels^2),(pixels),,,
ID47169,47169,0,595.0,480.82275132275134,131.18281815650238,0.0,1.0,1,13.802480461170688,1,,734.2303839732888,745.0,294.0,1018.0,439804.0,140.7423237124,0.46473164974035425,3.310410231465321,-0.01700649355512436,-0.03613431817001237,15.936879357098546,12.14585211249832,-0.2044214069303017,1.3121252596760324,598.4999999999998,92.63828529311458,0.8763811003192334,0.9700162074554292,3.7866784703760072
ID47811,47811,0,597.0,480.25365990990997,130.87978603603602,0.0,0.0,0,13.727325035155395,1,,747.4111675126903,755.0,280.0,1084.0,441720.0,132.89933163733954,0.4591975052387124,3.539583996685516,0.035074657731674216,-0.14649199186580444,15.38736183368957,12.704495285986148,-0.06528330869614489,1.211174587207946,592.0,91.60688688562757,0.8864930223253056,0.9641693811074917,3.7650198585483974
ID47203,47203,0,658.0,480.92679837892604,130.46175278622087,0.0,4.0,4,14.472315126092793,1,,710.1272727272727,715.0,266.0,1089.0,468684.0,135.5879307450303,0.47225154926662277,3.3599787162307604,-0.3865372335034414,-0.6845319709987013,16.67642576348026,13.419711878404138,0.14383665504676624,1.24268135669269,657.9999999999999,100.62917649356378,0.8165596589838001,0.9306930693069305,3.9229337313348793
ID47204,47204,0,629.0,481.75099285146945,131.0326979083929,0.0,5.0,5,14.155425580062799,1,,729.9411764705883,737.0,287.0,1104.0,459133.0,135.55647766223987,0.4778468672550718,3.4822254976279874,-0.27920617056825886,-0.502154497858935,16.80435187936818,12.890025912228955,0.18516266004935922,1.303670915310236,629.5,96.66742459601166,0.84653574675887,0.9487565938206483,3.8528515950995517
ID47337,47337,0,609.0,483.6517881517882,130.11588861588862,0.0,13.0,13,13.94016447231539,1,,774.4729950900164,782.0,306.0,1158.0,473203.0,141.98871061345145,0.5083157703690906,3.67640858178373,-0.01950869379033903,-0.0641197724056417,14.946464460104512,13.327462204371312,2.964020340959482,1.1214786604461109,610.5,90.14659659593345,0.9440540557829906,0.9902676399026766,3.6484340549003385
ID47114,47114,0,620.0,481.1500402252615,130.77782247251275,0.0,3.0,3,14.065190871908774,1,,726.1414790996785,730.0,337.0,1074.0,451660.0,123.77779653231394,0.46882975346817063,3.745003244843905,0.011596693106509744,-0.10134836070243891,16.053654053412195,12.48307063004521,2.9750414243383005,1.2860340639884735,621.5,94.09722911989657,0.8820583734186288,0.9718530101641908,3.774472525373389
ID47499,47499,0,618.0,481.4927125506073,129.4816464237517,0.0,10.0,10,14.019855731015593,1,,767.9739837398374,774.0,326.0,1202.0,472304.0,153.40018974747065,0.5068212665180729,3.3677798613665737,0.14229402787729417,-0.16071415065606204,15.692363962540893,12.802712317122372,-0.04736001762034507,1.2257062077036516,617.5,93.81390610788878,0.8816828394761078,0.9678683385579937,3.775276267708351
