LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frames),(pixels/frames),(pixels),(frames),(pixels),(pixels),(pixels),
ID18316 → ID18420,0,18316,18420,0.07773372551633673,1.037295442193879,0.4892257345953054,0.4892257345953054,35.5,69.23839910952533,93.00089890000449,0.0,
ID18253 → ID18286,0,18253,18286,0.07309316511130848,0.5521786397739576,0.7880486410519716,0.7880486410519716,32.5,67.64034240920438,92.57332729128103,0.0,
ID18350 → ID18316,0,18350,18316,0.08909131304154483,1.4053793223638271,0.889693667729274,0.889693667729274,34.5,68.68795743824847,92.74513669207133,0.0,
ID17622 → ID17400,0,17622,17400,0.12375000000000003,2.8369755576767117,1.1689194846219533,1.1689194846219533,2.5,67.48690546095126,82.7721531225348,0.0,
ID18214 → ID18163,0,18214,18163,0.08569437959945658,2.318470925376314,0.8739914579888591,0.8739914579888591,30.5,66.66391504205731,92.2452042305403,0.0,
ID18420 → ID18391,0,18420,18391,0.07453017766660075,2.6945587252140792,0.49917472933455287,0.49917472933455287,36.5,69.28383186752683,93.10069581926297,0.0,
ID17345 → ID17622,0,17345,17622,0.08393815083622591,2.8230396128140716,0.14869068153702297,0.14869068153702297,1.5,68.00078734409544,82.78411129187003,0.0,
ID18391 → ID18397,0,18391,18397,0.07999923464018566,1.7496796779266446,0.7005040900147915,0.7005040900147915,37.5,69.36071129255038,93.48533982387542,0.0,
ID17746 → ID17796,0,17746,17796,0.17167590307835534,1.2458889342809756,2.044402993448315,2.044402993448315,15.5,65.94507348315892,92.54117916166294,0.0,
ID17828 → ID17744,0,17828,17744,0.08512213175425609,2.228672647609719,0.9654240503031183,0.9654240503031183,17.5,64.8549588915665,92.12491293794008,0.0,
ID17796 → ID17828,0,17796,17828,0.07957016758347146,2.4210946343164674,0.5676247943872422,0.5676247943872422,16.5,65.12827644186476,92.39197914747251,0.0,
