LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frames),(pixels/frames),(pixels),(frames),(pixels),(pixels),(pixels),
ID11753 → ID11732,0,11753,11732,0.13077237433592148,0.1994980468310441,1.2627834121423203,1.2627834121423203,5.5,46.18148331423811,15.721778833921487,0.0,
ID12318 → ID12368,0,12318,12368,0.041348132720695485,0.4439036521106936,0.3315341795949595,0.3315341795949595,19.5,40.437128134384196,18.899605348601867,0.0,
ID12858 → ID12885,0,12858,12885,0.04225757684831877,1.560912542520465,0.09909376707937154,0.09909376707937154,28.5,39.676565071834716,20.883602034003548,0.0,
ID11735 → ID11762,0,11735,11762,0.15449915110356538,0.02246720617751049,1.8654328874031914,1.8654328874031914,2.5,48.337934454696125,14.351274065493367,0.0,
ID12299 → ID12315,0,12299,12315,0.04336183179317732,0.9205637494020708,0.20724015954377148,0.20724015954377148,14.5,41.63497786323873,18.248914263407016,0.0,
ID12885 → ID12895,0,12885,12895,0.05480498242206122,1.7668452203434089,0.4249205966187188,0.4249205966187188,29.5,39.88135974781605,20.923001127315004,0.0,
ID12351 → ID12318,0,12351,12318,0.05820130175008997,2.2276774746207675,0.3902994799509432,0.3902994799509432,18.5,40.73983644909235,18.71972161232597,0.0,
ID12495 → ID12661,0,12495,12661,0.05858207064308518,0.8493892915099848,0.656737215643559,0.656737215643559,21.5,40.17720040252331,19.48957511223618,0.0,
ID12782 → ID12857,0,12782,12857,0.06303197607545419,1.1669090475734114,0.6573596968826186,0.6573596968826186,25.5,39.85322377197998,20.738373682204365,0.0,
ID11795 → ID11847,0,11795,11847,0.08593880621969585,0.106630023222861,0.9534161313727827,0.9534161313727827,8.5,43.46632402027184,16.413491279818043,0.0,
ID12907 → ID12905,0,12907,12905,0.06796506374861944,0.6163327182191758,0.6903277277862924,0.6903277277862924,31.5,40.789930547117635,20.354605607425157,0.0,
