LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixels),(pixels),(pixels),(frames),,(pixels),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixels),(pixels),(pixels),(pixels),(radians),,(pixels^2),(pixels),,,
ID11715,11715,0,535.0,48.16386554621849,12.935418611889201,0.0,1.0,1,13.055839461766523,1,,747.330223880597,755.0,363.0,1167.0,400569.0,137.90246146897488,0.42949505908347235,3.256462171382445,-0.010329062285899483,-0.15326057374011615,15.83720231723568,11.046241793283363,-1.4077913985581483,1.4337185998287172,535.5000000000001,87.00490617427963,0.8889592496901149,0.9762989972652689,3.759793609964983
ID13317,13317,0,656.0,46.93162719633308,18.088999236058058,0.0,40.0,40,14.433773605931716,1,,702.4732006125574,712.0,346.0,1018.0,458715.0,127.82773817024994,0.5045489464376147,3.6857988866595006,-0.13875647725946103,0.02184463407490528,15.996342146563741,13.257546071036275,-1.384207384666373,1.2065839379967087,654.5000000000001,94.38413713582462,0.9232546320832089,0.9827327327327329,3.6893018054745794
ID11847,11847,0,600.0,43.058319513543395,16.660033167495854,0.0,9.0,9,13.854272314662571,1,,700.3675496688742,706.0,310.0,1107.0,423022.0,137.4607461168733,0.48560650354325147,3.3308725606686864,6.221271352458049E-4,0.038796500816160706,15.500332776049461,12.509102299398581,-1.3539494346584824,1.2391243116458242,603.0000000000001,90.89863034455801,0.9170911393960047,0.9820846905537459,3.701678387314612
ID12871,12871,0,655.0,39.48045189134298,20.8015993907083,0.0,27.0,27,14.455809914344426,1,,679.5838414634146,687.0,336.0,1028.0,445807.0,124.35598610637047,0.5590999227205737,3.9194201971218328,0.04491743536021117,-0.016880628593522354,16.261666506031126,13.082242939237323,-1.2870211027754825,1.243033521205895,656.5000000000001,93.54370433835255,0.9427910833271543,0.9909433962264151,3.6508769765850224
ID11979,11979,0,608.0,42.72029225255032,17.163082437275985,0.0,10.0,10,13.871493293733788,1,,701.1933333333334,707.0,316.0,1059.0,420716.0,132.51795212327704,0.494587306171411,3.5019886528513604,0.006204885833476954,-0.019795264414987017,15.621391082477054,12.501129004505456,1.7639503326295405,1.2495984224182506,604.5,90.57004781259151,0.9260554142123666,0.9821283509341995,3.6837185784726825
ID12299,12299,0,610.0,41.54531804531805,18.196969696969695,0.0,14.0,14,13.94016447231539,1,,695.5613747954174,702.0,367.0,1059.0,424988.0,124.44302434819927,0.5172477461867263,3.8109829129293487,-0.045721138200410245,-0.05179954220209645,15.595177559630333,12.715386219220706,1.8528524323890414,1.2264808390999957,610.5,90.53072615080397,0.9360596493434673,0.9854721549636802,3.663980635718749
ID12747,12747,0,636.0,40.17797055730809,20.212145110410095,0.0,23.0,23,14.20593072771099,1,,690.1800947867299,699.0,371.0,1029.0,436884.0,122.54170995667117,0.5546713420460845,4.018885416974976,-0.07769243769082199,-0.10770887894509922,15.955951806160066,13.003240043074763,1.8173764534326846,1.2270750792344136,634.0,91.96480378613326,0.9420106759288035,0.9898516783762685,3.6523889454098444
