LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixels),(pixels),(pixels),(frames),,(pixels),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixels),(pixels),(pixels),(pixels),(radians),,(pixels^2),(pixels),,,
ID41793,41793,0,594.0,337.29037223621606,218.87979289112792,0.0,2.0,2,13.767844320097732,1,,377.9161073825503,379.0,221.0,536.0,225238.0,56.63742572025161,0.3094006953691825,3.153338627969872,-0.01454553806196214,0.02803778208470736,15.82950003420669,12.186013648577546,0.4741472085909586,1.2989891929141604,595.5000000000001,90.2443285246777,0.9188651793365179,0.9826732673267329,3.698103271952409
ID42753,42753,0,648.0,341.7624387728796,222.13547306006706,0.0,30.0,30,14.345289868727669,1,,374.4922360248447,375.0,228.0,529.0,241173.0,57.30927474926157,0.32352567552467637,3.194657347627778,0.04500269989253228,0.040354417581906915,16.644553848857548,12.537559902623318,0.1954703723142585,1.3275752202288498,646.5,94.52910989486362,0.9091745205948101,0.9825227963525835,3.7177596014275185
ID41666,41666,0,623.0,337.93333333333334,218.50343915343913,0.0,1.0,1,14.161046158239445,1,,368.6892744479495,372.0,184.0,532.0,233749.0,63.805859114133455,0.3039843875537602,2.6940696922539207,-0.05397255949175945,0.16266957905362772,16.25416639171612,12.603333695181558,0.4313208990948233,1.2896719855898386,630.0,92.23614466355664,0.9305680338280425,0.9905660377358491,3.674775963886292
ID42498,42498,0,719.0,341.0694155694156,224.27223377223376,0.0,25.0,25,15.154556505605994,1,,359.3466850828729,367.0,163.0,526.0,260167.0,69.97003885624076,0.3123606311278488,2.444750937963427,0.002393742630704622,0.03808368042537533,16.80163850464532,13.836969462927783,0.17128069257127856,1.2142571066345507,721.5,99.4110055654192,0.9174391435290832,0.9823008849557522,3.700976258148491
ID42308,42308,0,618.0,338.41324200913243,223.06191243620734,0.0,19.0,19,14.053870796938549,1,,375.08199356913184,375.0,198.0,530.0,233301.0,57.25830415802667,0.31696039557772243,3.1531890919126493,-0.04713036178558571,0.021580082441434154,16.530347936929275,12.099454475476229,0.2882952274965604,1.3662060525483855,620.5000000000001,91.93451339366977,0.9225597147814812,0.9896331738437005,3.6906910256026433
ID42757,42757,0,654.0,344.77434528349863,220.2312484108823,0.0,34.0,34,14.44479596233449,1,,376.08091603053435,376.0,205.0,565.0,246333.0,64.21221876648521,0.33219399896814017,2.920908313244624,-0.043563854305703614,0.1217775778465341,16.792930865055453,12.758834712892705,0.13813490286328234,1.316180610764267,655.5,96.01121092356051,0.8935907523544708,0.9798206278026907,3.750037400883091
ID41734,41734,0,592.0,337.2862165963432,221.45864978902952,0.0,7.0,7,13.733120823902194,1,,379.48986486486484,381.0,229.0,535.0,224658.0,55.38088296776841,0.3163301363663747,3.2934118658572094,-0.0713204684346884,0.08918966166169699,15.603585643833844,12.333377554965415,0.2998838510627326,1.2651510564964294,592.5000000000002,89.86597587204285,0.9219505530744094,0.9866777685262283,3.691910102044382
