LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixels),(pixels),(pixels),(frames),,(pixels),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixels),(pixels),(pixels),(pixels),(radians),,(pixels^2),(pixels),,,
ID11137,11137,0,491.0,267.6149193548387,217.0409946236559,0.0,25.0,25,12.565098628628435,1,,460.81287726358147,463.0,278.0,618.0,229024.0,60.78474709170921,0.3755100915012176,4.139213427551929,0.01994453344597573,-0.03893785295754871,16.773447655206482,9.665353312082566,1.2020967878254372,1.7354200217635247,496.0,85.3532585701176,0.8555616876213961,0.9831516352824579,3.8324744461138467
ID11393,11393,0,517.0,268.25299062398966,217.17959909473004,0.0,31.0,31,12.809712968202843,1,,454.568665377176,456.0,268.0,679.0,235012.0,62.01151450309265,0.37410861885035385,3.991478578919412,0.023154974136581657,0.01903020773036863,17.09506653791978,9.81826917584012,1.1342822473255083,1.7411486924788866,515.5,87.41336240623507,0.8477794433483357,0.977251184834123,3.8500244818055402
ID10947,10947,0,435.0,262.8530549110596,213.90525908739366,0.0,17.0,17,11.71288013023329,1,,484.7638888888889,486.0,302.0,658.0,209418.0,63.55237744601682,0.38733436635734797,4.259252056229895,-0.004629786470510583,0.05110449067619826,15.90659058584781,8.927680372702559,1.3405334579462584,1.781715957762567,430.99999999999994,82.8346559768765,0.7893379589837465,0.9642058165548097,3.9900049807804865
ID11333,11333,0,493.0,267.1452476572959,216.0913654618474,0.0,29.0,29,12.590406002966217,1,,465.04581673306774,470.0,281.0,641.0,233453.0,66.52734863345964,0.3833240481392913,3.87407176247681,0.09326010665579446,0.04241898984279535,17.326465337481565,9.530100998289807,1.195835793962576,1.8180778294575082,498.00000000000006,86.6691966089129,0.8331240376726994,0.9871159563924677,3.883739565640787
ID10695,10695,0,341.0,257.90226489414084,204.8234859675037,0.0,3.0,3,10.380168422198802,1,,539.4585798816568,538.0,347.0,764.0,182337.0,89.39844992512933,0.4179243991060772,3.5571547798950003,-0.08254871894581774,0.03879032659593134,14.802860000374112,7.59219430012437,1.431745882362003,1.9497472555637336,338.50000000000006,73.75902539051778,0.7818765678680621,0.9727011494252875,4.008997939664414
ID11527,11527,0,518.0,266.09262851600386,211.18347882314904,0.0,37.0,37,12.809712968202843,1,,456.15564202334633,459.0,282.0,619.0,234464.0,57.97575531179362,0.3771158621128692,4.309242658586481,-0.014655461186638193,0.012289060805656362,17.24185059581596,9.711145086292095,1.1293723330319085,1.775470394336291,515.5,87.72211128559658,0.841822215079761,0.9847182425978988,3.863622983356684
ID10829,10829,0,347.0,258.2584053794429,205.19740634005763,0.0,4.0,4,10.509687459947386,1,,536.9273255813954,534.0,300.0,812.0,184703.0,93.99697878557036,0.4172798450829137,3.3635927287830447,-0.17672917304190064,-0.08173830160064734,14.533249842912147,7.970731050563768,1.3905672952974308,1.8233270889103972,346.99999999999994,73.03536073898255,0.817472179331555,0.9871977240398293,3.920743591721708
