LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frames),(pixels/frames),(pixels),(frames),(pixels),(pixels),(pixels),
ID18799 → ID18860,0,18799,18860,0.08223429014740113,2.509392531661615,0.4525391611893489,0.4525391611893489,12.5,458.59961013236637,489.86792142210857,0.0,
ID18656 → ID18736,0,18656,18736,0.14055090688776783,2.8269518921052654,1.172877088435404,1.172877088435404,1.5,462.0962348047186,489.18185986664037,0.0,
ID19129 → ID19130,0,19129,19130,0.11404133998574484,2.981993819499069,0.910872430617088,0.910872430617088,27.5,459.6440323282277,487.6203642649449,0.0,
ID19269 → ID19344,0,19269,19344,0.11650286488916195,0.6655844772644515,1.02532748254656,1.02532748254656,38.5,459.0296068644333,484.45574392984975,0.0,
ID19038 → ID19079,0,19038,19079,0.07237214336677866,0.7749257117527296,0.508885169092585,0.508885169092585,24.5,460.5638983937097,489.1865138076459,0.0,
ID18978 → ID19014,0,18978,19014,0.03953831041258771,1.1925415078356665,0.22218647297386393,0.22218647297386393,22.5,460.4205422743753,489.79921408855853,0.0,
ID19014 → ID19038,0,19014,19038,0.04214417744916821,0.38114632763424305,0.3293063948583585,0.3293063948583585,23.5,460.57396416568025,489.57589250654837,0.0,
ID18781 → ID18708,0,18781,18708,0.09127991903120292,0.05621538866474905,0.8439406827421629,0.8439406827421629,6.5,460.38963943560395,489.45130652697503,0.0,
ID18957 → ID18978,0,18957,18978,0.11039251037922149,3.061117386597463,1.1127679263906554,1.1127679263906554,21.5,460.53590093861067,490.3944034158304,0.0,
ID18709 → ID18603,0,18709,18603,0.07057983247843425,2.5310976015803397,0.39294907168586846,0.39294907168586846,4.5,461.51742711977346,489.70770947859404,0.0,
ID18883 → ID18906,0,18883,18906,0.08330324738252548,2.1090350105557025,0.6165591586106276,0.6165591586106276,14.5,458.82598476318356,489.96389434781565,0.0,
