LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frames),(pixels/frames),(pixels),(frames),(pixels),(pixels),(pixels),
ID37838 → ID37848,0,37838,37848,0.15325262062491118,0.32892614330418163,2.4077978009685794,2.4077978009685794,9.5,447.9361984858641,354.9904253407292,0.0,
ID37848 → ID37945,0,37848,37945,0.10788690476190477,0.5347725266788196,1.0538393525250214,1.0538393525250214,10.5,449.1245256995854,356.176376039165,0.0,
ID38533 → ID38595,0,38533,38595,0.0852510330615025,2.552869883089643,0.4437204840797406,0.4437204840797406,30.5,447.43728775075226,357.93764945182727,0.0,
ID37728 → ID38650,0,37728,38650,0.16707496325329418,2.5762267807087875,2.2069388646001924,2.2069388646001924,5.5,445.03068563649555,355.17881141388824,0.0,
ID38144 → ID38145,0,38144,38145,0.06582700771054595,2.5266558469229476,0.23110160120636264,0.23110160120636264,17.5,446.3982991807001,357.0326039566189,0.0,
ID38193 → ID38225,0,38193,38225,0.0945347119645793,0.11747027384898857,0.8215666053969629,0.8215666053969629,20.5,445.6444587245461,356.1674966528777,0.0,
ID38081 → ID38063,0,38081,38063,0.06922721655658293,0.743454340559741,0.4756091439554781,0.4756091439554781,14.5,448.3465258705662,355.99833960995284,0.0,
ID38145 → ID38129,0,38145,38129,0.10030941544408833,2.3644459434787786,0.7142870150716001,0.7142870150716001,18.5,446.11573943971194,357.07974005444805,0.0,
ID37793 → ID37786,0,37793,37786,0.09280052840154851,0.1428555427177061,0.5837490902780426,0.5837490902780426,7.5,445.6763644212356,354.0547039998675,0.0,
ID38063 → ID38478,0,38063,38478,0.11303095752339809,0.18859211804551443,0.9192395141812689,0.9192395141812689,15.5,447.7080083578983,356.27187229348965,0.0,
ID38394 → ID38398,0,38394,38398,0.09364069469287906,2.525956889438169,0.7218958848388723,0.7218958848388723,27.5,447.51347544620216,357.3156461346331,0.0,
