LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixels),(pixels),(pixels),(frames),,(pixels),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixels),(pixels),(pixels),(pixels),(radians),,(pixels^2),(pixels),,,
ID37888,37888,0,625.0,445.77666932694865,354.88973131151903,0.0,2.0,2,14.121655132956082,1,,448.0079491255962,446.0,230.0,695.0,281797.0,77.91771505169018,0.33681131164803013,2.8973173300522603,-0.07041523453980111,0.1936028752332557,19.901578931208057,10.373845089248219,0.6508540951318061,1.918438029485777,626.5000000000001,100.0094472825489,0.7871343863453023,0.9698142414860687,3.9955860614032193
ID38144,38144,0,615.0,446.35959271168275,357.14147909967846,0.0,17.0,17,14.070847494245605,1,,448.74074074074076,443.0,252.0,636.0,278668.0,77.86871974634161,0.36188781838387657,3.0626339387917145,0.0494946329984146,0.06463483467427718,20.885398335246666,9.579646532987883,0.5834222164444198,2.1801846512109804,622.0000000000001,101.25181851055153,0.7624205343798407,0.9772191673212887,4.059828048188492
ID38081,38081,0,646.0,448.5750449755847,355.9325366229761,0.0,14.0,14,14.367461891029615,1,,441.3647604327666,441.0,222.0,662.0,285563.0,80.87177785139257,0.3533912830954842,2.8501198187975203,-0.1276363122858576,0.07268439758528619,21.01134957831676,10.086305749993183,0.5767755868200058,2.0831561226796005,648.5,102.46635231358452,0.7761707856421804,0.972993248312078,4.023706419263456
ID38145,38145,0,586.0,446.4370056497175,356.9237288135593,0.0,18.0,18,13.704117368456698,1,,462.1190476190476,458.0,272.0,661.0,271726.0,77.87393895976022,0.3734620633804818,3.227167795992587,0.044465700144699125,0.043257906266929484,20.83926917081929,9.275085792281455,0.5845509747259391,2.2468006913921292,590.0000000000001,100.39243249250907,0.7356308285006299,0.9616951915240426,4.133091038001927
ID37827,37827,0,586.0,446.2115494568325,354.9188107489994,0.0,1.0,1,13.622579184763433,1,,462.2984562607204,462.0,265.0,645.0,269520.0,72.79659168188695,0.3538457416883221,3.319603263463072,-0.01611318642030095,0.03702472557934995,20.287632051982452,9.411684299308838,0.6432659431880958,2.15557932106502,583.0,99.16986095402257,0.7449360815355028,0.9620462046204621,4.107195986404576
ID38595,38595,0,636.0,447.2826656192721,358.09675307672165,0.0,31.0,31,14.233911709575228,1,,448.7688679245283,445.0,236.0,705.0,285417.0,77.26113836663623,0.37215683979792,3.150749417751328,0.055885449714921195,-0.0029734485706470483,21.96833113190633,9.388528196773498,0.6295305144241601,2.3399121429337626,636.5000000000001,103.30187314918523,0.7495349337234942,0.9762269938650306,4.094576528287403
ID38533,38533,0,652.0,447.5919098822324,357.77854582693294,0.0,30.0,30,14.395128895068904,1,,446.0261941448382,444.0,225.0,676.0,289471.0,82.61997033401255,0.37058433763519427,2.91935306393435,0.03451138707052185,0.006472501128121377,22.28775345002534,9.442425020216723,0.6255602230539348,2.360384477748682,650.9999999999999,106.07906210897185,0.7269951440496952,0.9694713328369321,4.157566237208113
