LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frames),(pixels/frames),(pixels),(frames),(pixels),(pixels),(pixels),
ID46131 → ID46027,0,46131,46027,0.10215862488217464,1.1129934048870473,0.9445749467259088,0.9445749467259088,38.5,184.4480712527363,168.2459978031737,0.0,
ID46008 → ID45990,0,46008,45990,0.0770152609419602,2.351962708880988,0.7759581873580841,0.7759581873580841,35.5,182.77292285541654,168.04231317514257,0.0,
ID45466 → ID45488,0,45466,45488,0.08679620225215667,2.5319964992900004,0.8848439130473598,0.8848439130473598,12.5,180.45711684995837,166.37999092346786,0.0,
ID45964 → ID46008,0,45964,46008,0.06589406690798205,2.459421347225094,0.17907774053809322,0.17907774053809322,34.5,182.46413246546138,167.92284284005638,0.0,
ID45292 → ID45273,0,45292,45273,0.04083926383350833,2.7295561881131447,0.19010150408477777,0.19010150408477777,5.5,179.54395880548884,164.8756448093901,0.0,
ID45795 → ID45774,0,45795,45774,0.1337279698641195,0.7150506183443679,1.443284434678603,1.443284434678603,28.5,180.7428511903395,164.482542197621,0.0,
ID45710 → ID45733,0,45710,45733,0.10756671819308006,2.0140198347076534,0.695750084714827,0.695750084714827,23.5,177.39465482448142,164.44225973693528,0.0,
ID45547 → ID45545,0,45547,45545,0.08549684244614908,0.8699451284269898,0.6356579460876163,0.6356579460876163,16.5,180.0824534589703,167.73228921646245,0.0,
ID45538 → ID45566,0,45538,45566,0.1455742501828835,0.23889211429766305,1.5662435669815706,1.5662435669815706,19.5,179.60933847565727,168.1249917549803,0.0,
ID45688 → ID45710,0,45688,45710,0.12177312938043172,1.4167757329104693,1.4837734863573355,1.4837734863573355,22.5,176.74415233659022,164.6062689791054,0.0,
ID46027 → ID46072,0,46027,46072,0.15143671224810695,0.664175971198603,1.556901190715133,1.556901190715133,39.5,183.31084546593087,168.584754021369,0.0,
