LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frames),(pixels/frames),(pixels),(frames),(pixels),(pixels),(pixels),
ID6902 → ID7581,0,6902,7581,0.05401550530263388,1.9638125114006733,0.2964269758116847,0.2964269758116847,4.5,226.84622844384853,146.77158395938739,0.0,
ID7025 → ID7201,0,7025,7201,0.09307875894988071,1.1200056451923763,0.7454718320040816,0.7454718320040816,20.5,227.30528189621538,146.50858984541924,0.0,
ID7295 → ID7283,0,7295,7283,0.08780326004547301,0.5950124148994135,0.9531574757233752,0.9531574757233752,24.5,229.21207548494516,146.79276393653086,0.0,
ID6853 → ID6902,0,6853,6902,0.07233994342091099,3.0112162915335263,0.12467838758626934,0.12467838758626934,3.5,226.90884729139657,146.89346613759452,0.0,
ID7049 → ID7089,0,7049,7089,0.07640391155962989,0.14469624920355204,0.7044697600916014,0.7044697600916014,15.5,226.65118646447627,146.50809198524024,0.0,
ID7201 → ID7223,0,7201,7223,0.046822292874017624,1.2101127630663213,0.16574828238721678,0.16574828238721678,21.5,227.71418625701875,146.52860358585244,0.0,
ID7241 → ID7295,0,7241,7295,0.07851095906297434,0.2744021385131158,0.537837804686297,0.537837804686297,23.5,228.53546910264834,146.56055838071023,0.0,
ID7316 → ID7327,0,7316,7327,0.11429875960734082,0.5015826808126677,1.2202496986465146,1.2202496986465146,26.5,228.75661401880882,146.20766123047372,0.0,
ID7581 → ID6864,0,7581,6864,0.07194248213856835,3.1329444514686986,0.6924445051590091,0.6924445051590091,5.5,227.00418486520664,146.89100371370677,0.0,
ID6855 → ID6851,0,6855,6851,0.040723916230071655,0.2915410314765215,0.20564820144446208,0.20564820144446208,10.5,226.60096053554835,145.4770320115302,0.0,
ID6976 → ID6869,0,6976,6869,0.07506126341458319,1.3534731739334136,0.3376294080087545,0.3376294080087545,1.5,227.31851860422066,146.41571434448147,0.0,
